#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    331.715292        47.769       100.905      492416.8
    333.016306        51.301        99.636      492471.4
    334.278372        54.821        98.193      492525.9
    335.481608        58.327        96.518      492580.5
    336.607050        61.813        94.524      492635.0
    337.636947        65.271        92.081      492689.6
    338.555049        68.686        88.972      492744.2
    339.346864        72.035        84.836      492798.7
    339.999886        75.271        79.016      492853.3
    340.503799        78.302        70.263      492907.9
    340.850641        80.918        56.220      492962.4
    341.034929        82.663        33.714      493017.0
    341.053751        82.864         4.689      493071.5
    340.906809        81.413       -19.871      493126.1
    340.596426        78.943       -35.577      493180.7
    340.127507        75.981       -45.273      493235.2
    339.507463        72.781       -51.618      493289.8
    338.746090        69.452       -56.063      493344.3
    337.855412        66.050       -59.365      493398.9
    336.849491        62.600       -61.937      493453.5
    335.744202        59.120       -64.019      493508.0
    334.556977        55.617       -65.757      493562.6
    333.306532        52.100       -67.247      493617.2
    332.012568        48.571       -68.551      493671.7
    330.695460        45.033       -69.715      493726.3
    329.375933        41.488       -70.770      493780.8
    328.074740        37.938       -71.738      493835.4
    326.812330        34.384       -72.638      493890.0
    325.608533        30.827       -73.483      493944.5
    324.482246        27.266       -74.284      493999.1
    323.451141        23.704       -75.050      494053.6
    322.531386        20.140       -75.786      494108.2
    321.737400        16.574       -76.500      494162.8
    321.081621        13.008       -77.196      494217.3
    320.574323         9.440       -77.879      494271.9
    320.223448         5.872       -78.553      494326.5
    320.034489         2.304       -79.221      494381.0
    320.010405        -1.265       -79.886      494435.6
    320.151573        -4.834       -80.553      494490.1
    320.455782        -8.402       -81.225      494544.7
    320.918270       -11.969       -81.904      494599.3
    321.531797       -15.536       -82.596      494653.8
    322.286752       -19.102       -83.304      494708.4
    323.171309       -22.667       -84.034      494762.9
    324.171604       -26.230       -84.790      494817.5
    325.271952       -29.791       -85.580      494872.1
    326.455093       -33.349       -86.411      494926.6
    327.702455       -36.904       -87.294      494981.2
    328.994450       -40.456       -88.241      495035.8
    330.310774       -44.002       -89.269      495090.3
    331.630732       -47.542       -90.398      495144.9
    332.933555       -51.074       -91.657      495199.4
    334.198733       -54.595       -93.088      495254.0
    335.406337       -58.102       -94.745      495308.6
    336.537332       -61.590       -96.715      495363.1
    337.573883       -65.050       -99.124      495417.7
    338.499635       -68.468      -102.181      495472.2
    339.299973       -71.822      -106.236      495526.8
    339.962260       -75.068      -111.918      495581.4
    340.476033       -78.116      -120.427      495635.9
    340.833173       -80.769      -134.032      495690.5
    341.028035       -82.590      -155.939      495745.0
    341.057540       -82.905       175.162      495799.6
    340.921221       -81.545       150.049      495854.2
    340.621233       -79.120       133.837      495908.7
    340.162318       -76.181       123.850      495963.3
    339.551727       -72.991       117.343      496017.9
    338.799108       -69.669       112.803      496072.4
    337.916347       -66.270       109.442      496127.0
    336.917381       -62.823       106.832      496181.5
    335.817976       -59.344       104.724      496236.1
    334.635472       -55.843       102.967      496290.7
    333.388510       -52.327       101.464      496345.2
    332.096739       -48.798       100.149      496399.8
    330.780498       -45.261        98.977      496454.3
    329.460501       -41.717        97.916      496508.9
    328.157507       -38.167        96.943      496563.5
    326.891997       -34.613        96.039      496618.0
    325.683848       -31.056        95.190      496672.6
    324.552028       -27.496        94.387      496727.2
    323.514294       -23.933        93.619      496781.7
    322.586922       -20.369        92.881      496836.3
    321.784447       -16.804        92.166      496890.8
    321.119443       -13.237        91.469      496945.4
    320.602326        -9.670        90.785      497000.0
    320.241195        -6.102        90.111      497054.5
    320.041702        -2.533        89.443      497109.1
    320.006971         1.035        88.777      497163.6
    320.137545         4.604        88.111      497218.2
    320.431381         8.172        87.440      497272.8
    320.883878        11.740        86.760      497327.3
    321.487951        15.307        86.069      497381.9
    322.234140        18.873        85.362      497436.5
    323.110755        22.438        84.634      497491.0
    324.104057        26.001        83.880      497545.6
    325.198472        29.562        83.093      497600.1
    326.376832        33.120        82.264      497654.7
    327.620643        36.676        81.385      497709.3
    328.910371        40.227        80.443      497763.8
    330.225751        43.774        79.421      497818.4
    331.546101        47.314        78.299      497872.9
    332.850648        50.847        77.049      497927.5
    334.118856        54.369        75.631      497982.1
    335.330748        57.877        73.990      498036.6
    336.467224        61.366        72.044      498091.2
    337.510361        64.828        69.668      498145.8
    338.443701        68.250        66.662      498200.3
    339.252511        71.609        62.686      498254.9
    339.924019        74.864        57.136      498309.4
    340.447617        77.929        48.863      498364.0
    340.815032        80.617        35.682      498418.6
    341.020456        82.511        14.374      498473.1
    341.060642        82.939       -14.345      498527.7
    340.934955        81.672       -39.992      498582.2
    340.645382        79.296       -56.724      498636.8
    340.196500        76.379       -67.014      498691.4
    339.595402        73.201       -73.688      498745.9
    338.851586        69.886       -78.326      498800.5
    337.976800        66.491       -81.747      498855.0
    336.984855        63.046       -84.396      498909.6
    335.891405        59.569       -86.531      498964.2
    334.713699        56.069       -88.307      499018.7
    333.470302        52.553       -89.825      499073.3
    332.180807        49.025       -91.151      499127.9
    330.865520        45.489       -92.331      499182.4
    329.545138        41.945       -93.398      499237.0
    328.240429        38.395       -94.376      499291.5
    326.971901        34.842       -95.284      499346.1
    325.759480        31.285       -96.136      499400.7
    324.622200        27.725       -96.942      499455.2
    323.577906        24.163       -97.711      499509.8
    322.642975        20.599       -98.451      499564.3
    321.832063        17.033       -99.168      499618.9
    321.157877        13.467       -99.866      499673.5
    320.630976         9.899      -100.551      499728.0
    320.259612         6.331      -101.225      499782.6
    320.049598         2.763      -101.893      499837.2
    320.004222        -0.806      -102.559      499891.7
    320.124195        -4.374      -103.226      499946.3
    320.407638        -7.943      -103.896      500000.8
    320.850114       -11.510      -104.575      500055.4
    321.444695       -15.077      -105.265      500110.0
    322.182069       -18.644      -105.971      500164.5
    323.050685       -22.208      -106.697      500219.1
    324.036930       -25.772      -107.450      500273.6
    325.125340       -29.333      -108.235      500328.2
    326.298843       -32.892      -109.060      500382.8
    327.539021       -36.447      -109.936      500437.3
    328.826399       -39.999      -110.874      500491.9
    330.140748       -43.546      -111.890      500546.5
    331.461404       -47.087      -113.004      500601.0
    332.767590       -50.620      -114.245      500655.6
    334.038745       -54.143      -115.651      500710.1
    335.254847       -57.652      -117.275      500764.7
    336.396728       -61.142      -119.199      500819.3
    337.446383       -64.606      -121.542      500873.8
    338.387250       -68.031      -124.500      500928.4
    339.204480       -71.396      -128.398      500982.9
    339.885165       -74.659      -133.821      501037.5
    340.418554       -77.740      -141.867      501092.1
    340.796219       -80.462      -154.639      501146.6
    341.012191       -82.426      -175.350      501201.2
    341.063056       -82.966       156.163      501255.8
    340.948009       -81.795       130.007      501310.3
    340.668870       -79.469       112.742      501364.9
    340.230051       -76.577       102.137      501419.4
    339.638486       -73.411        95.289      501474.0
    338.903522       -70.102        90.551      501528.6
    338.036768       -66.711        87.068      501583.1
    337.051908       -63.269        84.377      501637.7
    335.964485       -59.793        82.215      501692.2
    334.791654       -56.295        80.419      501746.8
    333.551903       -52.780        78.887      501801.4
    332.264769       -49.253        77.551      501855.9
    330.950520       -45.716        76.362      501910.5
    329.629841       -42.173        75.289      501965.1
    328.323502       -38.624        74.305      502019.6
    327.052038       -35.071        73.393      502074.2
    325.835423       -31.514        72.538      502128.7
    324.692757       -27.954        71.729      502183.3
    323.641970       -24.392        70.958      502237.9
    322.699542       -20.828        70.216      502292.4
    321.880247       -17.263        69.498      502347.0
    321.196922       -13.696        68.799      502401.5
    320.660271       -10.129        68.114      502456.1
    320.278698        -6.561        67.439      502510.7
    320.058177        -2.992        66.770      502565.2
    320.002159         0.576        66.104      502619.8
    320.111522         4.145        65.438      502674.3
    320.384554         7.713        64.768      502728.9
    320.816980        11.281        64.090      502783.5
    321.402030        14.848        63.401      502838.0
    322.130542        18.414        62.696      502892.6
    322.991102        21.979        61.971      502947.2
    323.970226        25.542        61.220      503001.7
    325.052561        29.104        60.438      503056.3
    326.221130        32.663        59.615      503110.8
    327.457595        36.219        58.743      503165.4
    328.742538        39.771        57.809      503220.0
    330.055771        43.318        56.799      503274.5
    331.376647        46.859        55.692      503329.1
    332.684388        50.393        54.460      503383.6
    333.958407        53.916        53.066      503438.2
    335.178638        57.427        51.458      503492.8
    336.325850        60.919        49.557      503547.3
    337.381954        64.385        47.245      503601.9
    338.330288        67.813        44.335      503656.5
    339.155882        71.182        40.511      503711.0
    339.845700        74.453        35.212      503765.6
    340.388846        77.550        27.385      503820.1
    340.776737        80.304        15.006      503874.7
    341.003242        82.335        -5.111      503929.3
    341.064782        82.985       -33.316      503983.8
    340.960384        81.913       -59.953      504038.4
    340.691697        79.641       -77.765      504092.9
    340.262969        76.773       -88.696      504147.5
    339.680976        73.620       -95.726      504202.1
    338.954912        70.318      -100.568      504256.6
    338.096246        66.931      -104.115      504311.2
    337.118536        63.491      -106.847      504365.8
    336.037212        60.018      -109.038      504420.3
    334.869331        56.520      -110.854      504474.9
    333.633308        53.006      -112.400      504529.4
    332.348619        49.480      -113.748      504584.0
    331.035495        45.944      -114.944      504638.6
    329.714603        42.401      -116.024      504693.1
    328.406719        38.852      -117.013      504747.7
    327.132402        35.299      -117.929      504802.2
    325.911672        31.743      -118.788      504856.8
    324.763695        28.183      -119.599      504911.4
    323.706483        24.621      -120.373      504965.9
    322.756620        21.057      -121.116      505020.5
    321.928994        17.492      -121.835      505075.1
    321.236575        13.926      -122.536      505129.6
    320.690209        10.358      -123.222      505184.2
    320.298452         6.790      -123.897      505238.7
    320.067437         3.222      -124.566      505293.3
    320.000781        -0.347      -125.232      505347.9
    320.099528        -3.915      -125.898      505402.4
    320.362130        -7.483      -126.568      505457.0
    320.784479       -11.051      -127.246      505511.5
    321.359960       -14.618      -127.934      505566.1
    322.079562       -18.185      -128.638      505620.7
    322.932011       -21.750      -129.361      505675.2
    323.903949       -25.313      -130.110      505729.8
    324.980139       -28.875      -130.890      505784.3
    326.143699       -32.434      -131.710      505838.9
    327.376370       -35.990      -132.579      505893.5
    328.658795       -39.542      -133.508      505948.0
    329.970826       -43.090      -134.513      506002.6
    331.291836       -46.632      -135.613      506057.2
    332.601045       -50.166      -136.836      506111.7
    333.877845       -53.690      -138.218      506166.3
    335.102126       -57.201      -139.810      506220.8
    336.254595       -60.695      -141.689      506275.4
    337.317079       -64.163      -143.970      506330.0
    338.272816       -67.594      -146.834      506384.5
    339.106722       -70.967      -150.586      506439.1
    339.805628       -74.247      -155.765      506493.6
    340.358494       -77.359      -163.383      506548.2
    340.756585       -80.143      -175.380      506602.8
    340.993610       -82.238       165.090      506657.3
    341.065821       -82.996       137.212      506711.9
    340.972077       -82.026       110.127      506766.5
    340.713860       -79.810        91.757      506821.0
    340.295252       -76.968        80.485      506875.6
    339.722868       -73.828        73.269      506930.1
    339.005752       -70.533        68.318      506984.7
    338.155230       -67.150        64.705      507039.3
    337.184734       -63.714        61.931      507093.8
    336.109579       -60.242        59.711      507148.4
    334.946726       -56.746        57.875      507202.9
    333.714511       -53.233        56.313      507257.5
    332.432350       -49.707        54.955      507312.1
    331.120436       -46.172        53.750      507366.6
    329.799418       -42.629        52.663      507421.2
    328.490075       -39.081        51.669      507475.8
    327.212989       -35.528        50.748      507530.3
    325.988223       -31.972        49.887      507584.9
    324.835009       -28.412        49.073      507639.4
    323.771442       -24.850        48.297      507694.0
    322.814204       -21.287        47.552      507748.6
    321.978301       -17.721        46.831      507803.1
    321.276833       -14.155        46.130      507857.7
    320.720787       -10.588        45.443      507912.2
    320.318872        -7.020        44.767      507966.8
    320.077379        -3.452        44.097      508021.4
    320.000089         0.117        43.431      508075.9
    320.088212         3.686        42.765      508130.5
    320.340369         7.254        42.096      508185.1
    320.752612        10.822        41.419      508239.6
    321.318487        14.389        40.732      508294.2
    322.029132        17.955        40.029      508348.7
    322.873415        21.520        39.307      508403.3
    323.838105        25.084        38.560      508457.9
    324.908079        28.646        37.782      508512.4
    326.066554        32.205        36.965      508567.0
    327.295351        35.761        36.100      508621.5
    328.575174        39.314        35.175      508676.1
    329.885918        42.862        34.175      508730.7
    331.206976        46.404        33.082      508785.2
    332.517568        49.939        31.868      508839.8
    333.797065        53.464        30.498      508894.4
    335.025317        56.976        28.921      508948.9
    336.182966        60.471        27.063      509003.5
    337.251761        63.940        24.813      509058.0
    338.214840        67.374        21.994      509112.6
    339.057002        70.752        18.312      509167.2
    339.764950        74.040        13.248      509221.7
    340.327501        77.166         5.833      509276.3
    340.735766        79.979        -5.799      509330.8
    340.983294        82.136       -24.749      509385.4
    341.066171        83.000       -52.255      509440.0
    340.983088        82.134       -79.753      509494.5
    340.735358        79.976       -98.692      509549.1
    340.326897        77.162      -110.317      509603.6
    339.764160        74.036      -117.728      509658.2
    339.056038        70.748      -122.790      509712.8
    338.213718        67.370      -126.471      509767.3
    337.250498        63.936      -129.289      509821.9
    336.181583        60.466      -131.538      509876.5
    335.023834        56.972      -133.395      509931.0
    333.795507        53.459      -134.972      509985.6
    332.515958        49.934      -136.342      510040.1
    331.205341        46.400      -137.556      510094.7
    329.884283        42.857      -138.649      510149.3
    328.573565        39.309      -139.649      510203.8
    327.293792        35.757      -140.574      510258.4
    326.065071        32.200      -141.438      510312.9
    324.906695        28.641      -142.255      510367.5
    323.836841        25.080      -143.034      510422.1
    322.872291        21.516      -143.781      510476.6
    322.028166        17.951      -144.503      510531.2
    321.317694        14.385      -145.205      510585.8
    320.752005        10.817      -145.893      510640.3
    320.339956         7.249      -146.569      510694.9
    320.088001         3.681      -147.239      510749.4
    320.000082         0.113      -147.905      510804.0
    320.077577        -3.456      -148.571      510858.6
    320.319272        -7.024      -149.240      510913.1
    320.721383       -10.592      -149.916      510967.7
    321.277615       -14.159      -150.603      511022.2
    321.979257       -17.726      -151.305      511076.8
    322.815318       -21.291      -152.025      511131.4
    323.772698       -24.855      -152.770      511185.9
    324.836386       -28.416      -153.546      511240.5
    325.989701       -31.976      -154.361      511295.1
    327.214543       -35.532      -155.222      511349.6
    328.491682       -39.085      -156.143      511404.2
    329.801053       -42.634      -157.137      511458.7
    331.122073       -46.176      -158.224      511513.3
    332.433962       -49.712      -159.429      511567.9
    333.716073       -53.237      -160.788      511622.4
    334.948215       -56.750      -162.350      511677.0
    336.110970       -60.246      -164.186      511731.5
    337.186005       -63.718      -166.407      511786.1
    338.156362       -67.155      -169.182      511840.7
    339.006726       -70.537      -172.796      511895.2
    339.723669       -73.832      -177.749      511949.8
    340.295868       -76.972       175.031      512004.4
    340.714281       -79.813       163.753      512058.9
    340.972295       -82.028       145.372      512113.5
    341.065834       -82.996       118.278      512168.0
    340.993417       -82.236        90.407      512222.6
    340.756190       -80.140        70.889      512277.2
    340.357903       -77.355        58.898      512331.7
    339.804850       -74.243        51.285      512386.3
    339.105769       -70.963        46.108      512440.8
    338.271704       -67.589        42.357      512495.4
    337.315825       -64.158        39.494      512550.0
    336.253218       -60.690        37.214      512604.5
    335.100649       -57.197        35.335      512659.1
    333.876291       -53.686        33.743      512713.7
    332.599438       -50.161        32.362      512768.2
    331.290202       -46.627        31.139      512822.8
    329.969190       -43.085        30.039      512877.3
    328.657183       -39.538        29.034      512931.9
    327.374807       -35.985        28.105      512986.5
    326.142210       -32.429        27.236      513041.0
    324.978747       -28.870        26.417      513095.6
    323.902677       -25.309        25.636      513150.1
    322.930878       -21.745        24.887      513204.7
    322.078585       -18.180        24.164      513259.3
    321.359155       -14.614        23.460      513313.8
    320.783859       -11.047        22.772      513368.4
    320.361705        -7.479        22.095      513422.9
    320.099303        -3.911        21.425      513477.5
    320.000761        -0.342        20.759      513532.1
    320.067622         3.226        20.093      513586.6
    320.298839         6.795        19.424      513641.2
    320.690792        10.363        18.748      513695.8
    321.237345        13.930        18.062      513750.3
    321.929939        17.496        17.362      513804.9
    322.757724        21.062        16.643      513859.4
    323.707731        24.625        15.899      513914.0
    324.765065        28.187        15.125      513968.6
    325.913144        31.747        14.314      514023.1
    327.133953        35.304        13.456      514077.7
    328.408323        38.857        12.539      514132.2
    329.716236        42.406        11.550      514186.8
    331.037131        45.949        10.470      514241.4
    332.350233        49.484         9.273      514295.9
    333.634874        53.011         7.926      514350.5
    334.870825        56.525         6.379      514405.1
    336.038609        60.022         4.563      514459.6
    337.119815        63.496         2.371      514514.2
    338.097387        66.935        -0.361      514568.7
    338.955896        70.322        -3.910      514623.3
    339.681788        73.624        -8.754      514677.9
    340.263597        76.777       -15.787      514732.4
    340.692130        79.644       -26.725      514787.0
    340.960615        81.915       -44.547      514841.5
    341.064809        82.985       -71.193      514896.1
    341.003063        82.333       -99.393      514950.7
    340.776355        80.301      -119.499      515005.2
    340.388267        77.547      -131.869      515059.8
    339.844934        74.449      -139.693      515114.4
    339.154940        71.177      -144.989      515168.9
    338.329185        67.808      -148.812      515223.5
    337.380709        64.380      -151.721      515278.0
    336.324481        60.914      -154.032      515332.6
    335.177166        57.422      -155.933      515387.2
    333.956857        53.912      -157.541      515441.7
    332.682783        50.389      -158.934      515496.3
    331.375014        46.855      -160.166      515550.8
    330.054134        43.314      -161.273      515605.4
    328.740924        39.766      -162.283      515660.0
    327.456028        36.214      -163.217      515714.5
    326.219636        32.658      -164.089      515769.1
    325.051162        29.099      -164.911      515823.7
    323.968945        25.538      -165.694      515878.2
    322.989959        21.975      -166.445      515932.8
    322.129554        18.410      -167.169      515987.3
    321.401214        14.844      -167.874      516041.9
    320.816348        11.276      -168.563      516096.5
    320.384115         7.709      -169.241      516151.0
    320.111285         4.140      -169.912      516205.6
    320.002126         0.572      -170.578      516260.1
    320.058349        -2.997      -171.244      516314.7
    320.279072        -6.565      -171.912      516369.3
    320.660842       -10.133      -172.587      516423.8
    321.197680       -13.700      -173.273      516478.4
    321.881181       -17.267      -173.972      516532.9
    322.700637       -20.832      -174.690      516587.5
    323.643209       -24.396      -175.432      516642.1
    324.694120       -27.958      -176.203      516696.6
    325.836889       -31.518      -177.012      516751.2
    327.053584       -35.075      -177.867      516805.8
    328.325104       -38.628      -178.779      516860.3
    329.631473       -42.177      -179.763      516914.9
    330.952158       -45.721       179.164      516969.4
    332.266386       -49.257       177.975      517024.0
    333.553474       -52.784       176.639      517078.6
    334.793153       -56.299       175.106      517133.1
    335.965890       -59.798       173.310      517187.7
    337.053196       -63.273       171.147      517242.2
    338.037918       -66.715       168.456      517296.8
    338.904517       -70.106       164.972      517351.4
    339.639310       -73.415       160.232      517405.9
    340.230691       -76.580       153.380      517460.5
    340.669316       -79.473       142.769      517515.1
    340.948254       -81.797       125.493      517569.6
    341.063096       -82.966        99.327      517624.2
    341.012025       -82.424        70.845      517678.7
    340.795850       -80.459        50.146      517733.3
    340.417988       -77.737        37.382      517787.9
    339.884410       -74.655        29.340      517842.4
    339.203549       -71.391        23.920      517897.0
    338.386158       -68.027        20.023      517951.5
    337.445146       -64.602        17.066      518006.1
    336.395366       -61.138        14.723      518060.7
    335.253381       -57.648        12.800      518115.2
    334.037200       -54.138        11.176      518169.8
    332.765989       -50.616         9.771      518224.4
    331.459772       -47.082         8.530      518278.9
    330.139110       -43.542         7.416      518333.5
    328.824782       -39.995         6.400      518388.0
    327.537450       -36.443         5.462      518442.6
    326.297343       -32.887         4.587      518497.2
    325.123935       -29.328         3.761      518551.7
    324.035641       -25.767         2.976      518606.3
    323.049532       -22.204         2.224      518660.8
    322.181071       -18.639         1.497      518715.4
    321.443867       -15.073         0.791      518770.0
    320.849469       -11.506         0.101      518824.5
    320.407187        -7.938        -0.577      518879.1
    320.123944        -4.370        -1.248      518933.7
    320.004176        -0.801        -1.914      518988.2
    320.049757         2.767        -2.580      519042.8
    320.259974         6.336        -3.249      519097.3
    320.631535         9.904        -3.923      519151.9
    321.158624        13.471        -4.607      519206.5
    321.832986        17.038        -5.306      519261.0
    322.644060        20.603        -6.022      519315.6
    323.579136        24.167        -6.762      519370.1
    324.623555        27.729        -7.532      519424.7
    325.760940        31.289        -8.338      519479.3
    326.973443        34.846        -9.190      519533.8
    328.242029        38.400       -10.098      519588.4
    329.546769        41.949       -11.076      519643.0
    330.867157        45.493       -12.144      519697.5
    332.182426        49.030       -13.324      519752.1
    333.471876        52.558       -14.649      519806.6
    334.715203        56.073       -16.167      519861.2
    335.892817        59.573       -17.944      519915.8
    336.986151        63.050       -20.079      519970.3
    337.977960        66.495       -22.730      520024.9
    338.852592        69.890       -26.152      520079.4
    339.596238        73.205       -30.791      520134.0
    340.197152        76.383       -37.469      520188.6
    340.645841        79.299       -47.765      520243.1
    340.935213        81.674       -64.507      520297.7
    341.060695        82.940       -90.164      520352.2
    341.020303        82.510      -118.879      520406.8
    340.814676        80.614      -140.175      520461.4
    340.447063        77.925      -153.349      520515.9
    339.923276        74.860      -161.617      520570.5
    339.251591        71.605      -167.165      520625.1
    338.442618        68.246      -171.138      520679.6
    337.509132        64.824      -174.144      520734.2
    336.465869        61.362      -176.520      520788.7
    335.329289        57.873      -178.465      520843.3
    334.117315        54.365       179.894      520897.9
    332.849049        50.843       178.477      520952.4
    331.544470        47.310       177.227      521007.0
    330.224113        43.770       176.105      521061.5
    328.908752        40.223       175.083      521116.1
    327.619068        36.671       174.141      521170.7
    326.375327        33.116       173.262      521225.2
    325.197060        29.557       172.434      521279.8
    324.102760        25.996       171.646      521334.4
    323.109593        22.433       170.892      521388.9
    322.233132        18.868       170.164      521443.5
    321.487112        15.302       169.457      521498.0
    320.883221        11.735       168.766      521552.6
    320.430917         8.168       168.087      521607.2
    320.137282         4.599       167.416      521661.7
    320.006912         1.031       166.749      521716.3
    320.041848        -2.538       166.083      521770.8
    320.241543        -6.106       165.415      521825.4
    320.602872        -9.674       164.741      521880.0
    321.120177       -13.241       164.058      521934.5
    321.785359       -16.808       163.361      521989.1
    322.587997       -20.374       162.645      522043.7
    323.515516       -23.938       161.907      522098.2
    324.553376       -27.500       161.139      522152.8
    325.685302       -31.060       160.336      522207.3
    326.893534       -34.617       159.487      522261.9
    328.159103       -38.171       158.583      522316.5
    329.462131       -41.721       157.610      522371.0
    330.782136       -45.265       156.549      522425.6
    332.098359       -48.803       155.377      522480.1
    333.390088       -52.331       154.062      522534.7
    334.636981       -55.848       152.558      522589.3
    335.819394       -59.349       150.801      522643.8
    336.918685       -62.827       148.692      522698.4
    337.917516       -66.274       146.081      522753.0
    338.800124       -69.673       142.719      522807.5
    339.552574       -72.995       138.178      522862.1
    340.162982       -76.185       131.668      522916.6
    340.621705       -79.124       121.675      522971.2
    340.921492       -81.547       105.453      523025.8
    341.057606       -82.906        80.329      523080.3
    341.027896       -82.589        51.434      523134.9
    340.832830       -80.767        29.538      523189.4
    340.475492       -78.113        15.941      523244.0
    339.961529       -75.064         7.437      523298.6
    339.299064       -71.818         1.757      523353.1
    338.498562       -68.464        -2.296      523407.7
    337.572664       -65.045        -5.352      523462.2
    336.535985       -61.586        -7.761      523516.8
    335.404884       -58.098        -9.729      523571.4
    334.197197       -54.591       -11.387      523625.9
    332.931959       -51.070       -12.817      523680.5
    331.629102       -47.538       -14.077      523735.1
    330.309136       -43.998       -15.205      523789.6
    328.992829       -40.451       -16.233      523844.2
    327.700877       -36.900       -17.180      523898.7
    326.453582       -33.345       -18.062      523953.3
    325.270533       -29.786       -18.894      524007.9
    324.170299       -26.226       -19.683      524062.4
    323.170138       -22.663       -20.440      524117.0
    322.285734       -19.098       -21.169      524171.5
    321.530947       -15.532       -21.877      524226.1
    320.917602       -11.965       -22.569      524280.7
    320.455306        -8.397       -23.249      524335.2
    320.151296        -4.829       -23.920      524389.8
    320.010332        -1.261       -24.587      524444.4
    320.034622         2.308       -25.253      524498.9
    320.223783         5.876       -25.921      524553.5
    320.574856         9.444       -26.594      524608.0
    321.082344        13.012       -27.277      524662.6
    321.738301        16.579       -27.973      524717.2
    322.532451        20.144       -28.687      524771.7
    323.452353        23.708       -29.424      524826.3
    324.483587        27.271       -30.189      524880.8
    325.609981        30.831       -30.990      524935.4
    326.813863        34.389       -31.836      524990.0
    328.076333        37.943       -32.736      525044.5
    329.377562        41.493       -33.704      525099.1
    330.697099        45.037       -34.759      525153.7
    332.014191        48.575       -35.923      525208.2
    333.308113        52.104       -37.228      525262.8
    334.558492        55.622       -38.718      525317.3
    335.745627        59.124       -40.456      525371.9
    336.850803        62.604       -42.538      525426.5
    337.856590        66.054       -45.111      525481.0
    338.747116        69.457       -48.414      525535.6
    339.508321        72.785       -52.861      525590.1
    340.128184        75.985       -59.210      525644.7
    340.596910        78.946       -68.910      525699.3
    340.907093        81.416       -84.626      525753.8
    341.053831        82.865      -109.198      525808.4
    341.034803        82.661      -138.220      525863.0
    340.850311        80.915      -160.714      525917.5
    340.503270        78.298      -174.749      525972.1
    339.999167        75.268       176.503      526026.6
    339.345966        72.031       170.685      526081.2
    338.553986        68.682       166.551      526135.8
    337.635736        65.267       163.443      526190.3
    336.605710        61.809       161.000      526244.9
    335.480161        58.323       159.007      526299.4
    334.276840        54.817       157.333      526354.0
    333.014713        51.296       155.890      526408.6
    331.713664        47.765       154.621      526463.1
    330.394175        44.226       153.485      526517.7
    329.077006        40.680       152.451      526572.3
    327.782870        37.129       151.500      526626.8
    326.532104        33.574       150.613      526681.4
    325.344350        30.015       149.779      526735.9
    324.238252        26.455       148.987      526790.5
    323.231162        22.892       148.229      526845.1
    322.338873        19.327       147.498      526899.6
    321.575367        15.761       146.788      526954.2
    320.952608        12.195       146.096      527008.7
    320.480350         8.627       145.415      527063.3
    320.165986         5.059       144.743      527117.9
    320.014438         1.490       144.076      527172.4
    320.028079        -2.078       143.411      527227.0
    320.206694        -5.647       142.743      527281.5
    320.547489        -9.215       142.070      527336.1
    321.045126       -12.782       141.388      527390.7
    321.691816       -16.349       140.693      527445.2
    322.477427       -19.915       139.980      527499.8
    323.389652       -23.479       139.245      527554.4
    324.414192       -27.042       138.482      527608.9
    325.534981       -30.602       137.683      527663.5
    326.734434       -34.160       136.841      527718.0
    327.993724       -37.714       135.945      527772.6
    329.293070       -41.264       134.981      527827.2
    330.612051       -44.809       133.933      527881.7
    331.929927       -48.348       132.777      527936.3
    333.225958       -51.878       131.482      527990.8
    334.479740       -55.396       130.006      528045.4
    335.671520       -58.899       128.285      528100.0
    336.782509       -62.381       126.229      528154.5
    337.795187       -65.833       123.694      528209.1
    338.693572       -69.240       120.448      528263.7
    339.463483       -72.574       116.092      528318.2
    340.092758       -75.785       109.900      528372.8
    340.571458       -78.767       100.480      528427.3
    340.892017       -81.280        85.255      528481.9
    341.049368       -82.817        61.253      528536.5
    341.041025       -82.727        32.159      528591.0
    340.867118       -81.061         9.070      528645.6
    340.530398       -78.483        -5.417      528700.1
    340.036186       -75.470       -14.420      528754.7
    339.392292       -72.243       -20.380      528809.3
    338.608887       -68.900       -24.599      528863.8
    337.698345       -65.488       -27.759      528918.4
    336.675039       -62.033       -30.237      528973.0
    335.555116       -58.548       -32.254      529027.5
    334.356239       -55.043       -33.946      529082.1
    333.097306       -51.523       -35.402      529136.6
    331.798149       -47.993       -36.681      529191.2
    330.479223       -44.454       -37.825      529245.8
    329.161279       -40.908       -38.864      529300.3
    327.865044       -37.357       -39.820      529354.9
    326.610886       -33.803       -40.710      529409.4
    325.418505       -30.245       -41.548      529464.0
    324.306616       -26.684       -42.342      529518.6
    323.292663       -23.121       -43.103      529573.1
